ID,Code,Lesson,Structure,Pinyin,English Equivalent,复习,Example,Example Pinyin,Example Translation,URL
536,5.32.1,Lesson,密切,mìqiè ,closely,,污染和我们的日常生活密切相关。,wūrǎn hé wǒmen de rìcháng shēnghuó mìqièxiāngguān。 ,Pollution is closely related to our daily lives.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607735
537,5.32.1,Lesson,密切,mìqiè ,close (in relationship),,从此，两人来往比先前密切了。,cóngcǐ， liǎng rén láiwǎng bǐ xiānqián mìqiè le。 ,"Since then, the two have been closer than [ever] before.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607736
538,5.32.1,Lesson,密切,mìqiè ,to strengthen,,这条铁路大大密切了西南地区与首都的联系。,zhè tiáo tiělù dàdà mìqiè le xīnán dìqū yǔ shǒudū de liánxì。 ,This railway has greatly strengthened the connection between the southwest and the capital.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607736
539,5.32.2,Lesson,尽量 (jǐnliàng),jǐnliàng (jǐnliàng) ,as … as possible,5.21.3 尽快,尽量多骑自行车，多选择公共交通。,jǐnliàng duō qí zìxíngchē， duō xuǎnzé gōnggòngjiāotōng。 ,"Try to cycle as much as possible, and choose [to use] public transportation as much as possible.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607737
540,5.32.3,Lesson,逐步,zhúbù ,step by step,5.10.2 逐渐,调整能源消费结构，逐步向可再生能源转变。,tiáozhěng néngyuán xiāofèi jiégòu， zhúbù xiàng kězàishēng néngyuán zhuǎnbiàn。 ,Adjust energy consumption structure and gradually shift to renewable energy.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607739
541,5.33.1,Lesson,照常,zhàocháng ,as usual,5.17.2 平常,虽然战争临近，但这里的日常生活，一切照常。,suīrán zhànzhēng línjìn， dàn zhèlǐ de rìcháng shēnghuó， yīqiè zhàocháng。 ,"Although the war is approaching, everyday life here is as usual.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607738
542,5.33.2,Lesson,难怪/怪不得,nánguài/ guàibude ,no wonder,,你的抽屉真乱，难怪/怪不得总是找不到东西。,nǐ de chōuti zhēn luàn， nánguài/ guàibude zǒngshì zhǎobudào dōngxi。 ,"Your drawer is really messy, no wonder you can never find [your] things.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607740
543,5.33.2,Lesson,难怪/怪不得,nánguài/ guàibude ,understandable,,他从来不操心孩子的事。这也难怪/怪不得，他那么忙，哪儿有时间啊。,tā cóngláibù cāoxīn háizi de shì。 zhè yě nánguài/ guàibude， tā nàme máng， nǎr yǒu shíjiān ā。 ,"He never concerns [himself] with his children’s problems (lit. matters). But that’s no surprise. He’s so busy, how could he find the time?",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607741
544,5.33.3,Lesson,与其……(倒)不如……,yǔqí……( dǎo) bùrú…… ,Instead of… it’s better to…,"5.17.3 宁可
5.29.1 不如",与其堵在路上，倒不如改乘公交出行。,yǔqí dǔ zài lùshang， dǎo bùrú gǎi chéng gōngjiāo chūxíng。 ,"Instead of being stuck on the road, it would be better to use public transit instead.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607741
545,5.34.1,Lesson,总之,zǒngzhī ,In short,4.19.4 总的来说,我想去上海、南京，杭州……总之想去南方转转。,wǒ xiǎng qù Shàng Hǎi、 Nánjīng， Hángzhōu…… zǒngzhī xiǎng qù nánfāng zhuànzhuan。 ,"I want to go to Shanghai, Nanjing, Hangzhou... In short, I want to go south.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607742
546,5.34.2,Lesson,V 过,V guò ,V away,,他转过身，一句话也不说。,tā zhuàn guò shēn， yījùhuà yě bù shuō。 ,"He turned (his body) away, and didn’t say a word.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607743
547,5.34.2,Lesson,V 过,V guò ,"V over, V by",,短短的几分钟里，我的脑子里闪过了很多想法。,duǎn duǎn de jǐ fēnzhōng lǐ， wǒ de nǎozi lǐ shǎnguò le hěn duō xiǎngfǎ。 ,"In as little as a few minutes, many thoughts flashed by my mind.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607743
548,5.34.3,Lesson,V 开,V kāi ,V open,,猴子突然站了起来，张开手臂抱住了管理员。,hóuzi tūrán zhàn le qilai， zhāngkāi shǒubì bào zhù le guǎnlǐyuán。 ,The monkey suddenly stood up and opened his arm and hugged the zookeeper.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607744
549,5.35.1,Lesson,赶快,gǎnkuài ,"quickly, urgently",5.21.3 尽快,我下个月要搬家， 得赶快找房子。,wǒ xiàgèyuè yào bānjiā， dé gǎnkuài zhǎo fángzi。 ,"I have to move next month, I have to find housing quickly.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607745
550,5.35.2,Lesson,片,piàn ,a piece of,,天上飘着一片云。,tiānshàng piāo zhe yīpiàn yún。 ,There is a cloud in the sky.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607746
551,5.35.2,Lesson,片,piàn ,a wave of,,同学们听了，发出一片热烈的欢呼声。,tóngxué men tīng le， fāchū yīpiàn rèliè de huānhū shēng。 ,The students listened and gave a (wave of) warm cheer.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607746
552,5.35.3,Lesson,根本 + negative,gēnběn + negative ,at all,,我发现自己根本读不懂考试题。,wǒ fāxiàn zìjǐ gēnběn dú bù dǒng kǎoshì tí。 ,I found myself unable to read the exam questions at all.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607747
553,5.35.3,Lesson,根本,gēnběn ,"root cause, fundamental",5.07.3 根，基础,教育是国家的根本。,jiàoyù shì guójiā de gēnběn。 ,Education is the foundation of the country.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607747
554,5.35.3,Lesson,根本 肯定,gēnběn kěndìng ,completely,,事情已经根本解决了。,shìqing yǐjīng gēnběn jiějué le。 ,Things have been completely (lit. from the root) solved.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607747
555,5.35.3,Lesson,根本(就)是,gēnběn( jiù) shì ,simply,5.25.2 简直,他根本就是在故意找我们的麻烦。,tā gēnběn jiùshì zài gùyì zhǎo wǒmen de máfan。 ,He is simply trying to make trouble for us.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607747
556,5.36.1,Lesson,除非……否则……,chúfēi…… fǒuzé…… ,unless,,除非再给我一个星期，否则我们无法完成任务。,chúfēi zài gěi wǒ yī gè xīngqī， fǒuzé wǒmen wúfǎ wánchéng rènwu。 ,"Unless you give me another week, (otherwise) we can't complete the task.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607748
557,5.36.1,Lesson,(除非)……才……,( chúfēi)…… cái…… ,unless,,(除非)你答应我的条件，我才告诉你。,( chúfēi) nǐ dāying wǒ de tiáojiàn， wǒ cái gàosu nǐ。 ,"(Unless) you promise me, I won’t tell you.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607748
558,5.36.1,Lesson,除非,chúfēi ,except,3.15.1 除了,这种机器，除非李阳，没人修得好。,zhèzhǒng jīqì， chúfēi lǐ yáng， méi rén xiū dé hǎo。 ,"This kind of machine, except Li Yang, no one can fix.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607748
559,5.36.2,Lesson,V1 得 (O) 直 V2,V1 dé (O) zhí V2 ,V1 O so much that O V2,,父亲听说儿子卖了房子，气得(他)直发抖。,fùqīn tīngshuō érzi mài le fángzi， qì dé( tā) zhí fādǒu。 ,The father heard that his son had sold the house. He was so angry that he kept on shivering.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607749
560,5.36.2,Lesson,直到,zhídào ,untill,,直到今天，我也不明白他当时为什么发那么大脾气。,zhídào jīntiān， wǒ yě bù míngbai tā dāngshí wèishénme fā nàme dà píqi。 ,"Until today, I don’t understand why he had such a bad temper at the time.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607749
561,5.36.3,Lesson,反正,fǎnzhèng ,anyway,4.11.3 不管/无论,不管你们谁去，反正我不会去。,bùguǎn nǐmen shéi qù， fǎnzhèng wǒ bùhuì qù。 ,I don’t care if any of you go. I won’t go anyway.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607750
562,5.A01,,# 点 ##,# diǎn ## ,# point ##,,三点一四,sān diǎn yī sì ,3.14,
563,5.A02,,#1 分之 #2,#1 fēnzhī #2 ,#2 #1-th (fraction),,五分之一,wǔfēnzhīyī ,1/5,
564,5.A02,,百分之 #,bǎifēnzhī # ,# percent,,百分之九,bǎifēnzhī jiǔ ,9 percent,
565,5.A03,,甲乙丙丁,jiǎyǐ bǐng dīng ,"A, B, C, D (series)",,如果乙方同意，甲方可以可以提前把产品交给乙方。,rúguǒ yǐfāng tóngyì， jiǎfāng kěyǐ kěyǐ tíqián bǎ chǎnpǐn jiāogěi yǐfāng。 ,"If Party B agrees, Party A may give the product to Party B in advance.",
566,5.A04,,顺(着),shùn( zhe) ,along,,汗水顺着他的脸往下流。 ,hànshuǐ shùnzhe tā de liǎn wǎng xiàliú。 ,The sweat flowed down (along) his face.,
567,5.A05,,自,zì ,from,,鸟类能觉察得出地球自北向南磁极的磁力线。,niǎolèi néng juéchá déchū dìqiú zì běi xiàngnán cíjí de cílìxiàn。 ,Birds can perceive the magnetic field lines from the earth’s north magnetic pole to the south magnetic pole.,
568,5.A06,,把……V 着,bǎ……V zhe ,(imperative),,你把书带着。,nǐ bǎ shū dài zhe。 ,Bring your book.,
569,5.A06,,把 O (给) V 了,bǎ O ( gěi) V le ,have V’ed the O,,我把这事(给)忘了。,wǒ bǎ zhè shì( gěi) wàng le。 ,I forgot about this matter.,
570,5.A07,,给,gěi ,(See 被),,我的手机给小偷偷走了。 ,wǒ de shǒujī gěi xiǎo tōutōu zǒu le。 ,My mobile phone was stolen by the thief.,
571,5.A08,,何不,hébù ,why not,,天气这么好，何不出去玩儿玩儿呢？,tiānqì zhème hǎo， hébù chūqù wánr wánr ne？ ,"The weather is so good, why not go out and play?",
572,5.A09,,何尝,hécháng ,why wouldn’t,,我何尝不想买一所大房子呢？,wǒ hécháng bùxiǎng mǎi yī suǒ dà fángzi ne？ ,Why wouldn’t I want to buy a big house?,
573,5.A10,,何至于,hé zhìyú ,why must,5.13.2 何必,你何至于生这么大的气呢？ ,nǐ hé zhìyú shēng zhème dà de qì ne？ ,Why do you have to get so angry?,
574,5.A11,,V 了个 RESULT,V le gè RESULT ,V to RESULT,,我们喝了个痛快。,wǒmen hē le gè tòngkuài。 ,We drank to [our] satisfaction.,
575,5.A12,,据说……,jùshuō…… ,It is said that…,,据说，他年轻时曾经一个人去过非洲大森林。,jùshuō， tā niánqīng shí céngjīng yīgèrén qù guò Fēizhōu dà sēnlín。 ,It is said that at one time he went to the great forest in Africa when he was young.,
576,5.A13,,因而,yīn'ér ,therefore,,这条河河道很窄，因而容易发生水灾。,zhè tiáo hé hédào hěn zhǎi， yīn'ér róngyì fāshēng shuǐzāi。 ,The river is narrow and is therefore prone to flooding.,
577,5.A14,,也,yě ,still,,你不想干也得干。 ,nǐ bùxiǎng gàn yě dé gàn。 ,You still have to do it even if you don’t want to.,
578,5.A15,,再……也……,zài…… yě…… ,no matter how,4.12.2 再……也……,我再累也要把作业做完。 ,wǒ zài lèi yě yào bǎ zuòyè zuòwán。 ,"No matter how tired I am, I need to finish my homework.",
579,6.01.1,Lesson,巴不得,bābude ,be only too eager to,,我巴不得他们能真的和好，从此以后和和睦睦过日子。,wǒ bābude tāmen néng zhēn de héhǎo， cóngcǐ yǐhòu hé hémù mù guòrìzi。 ,I only wish that they could really be reconciled and lived in harmony from now on.,https://chinesezerotohero.teachable.com/courses/302494/lectures/6103026
580,6.01.2,Lesson,别提多……了,bié tíduō…… le ,indescribably,,这个人办事，别提多负责了。,zhège rén bànshì， bié tíduō fùzé le。 ,"This person does things, don't mention more responsibility.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6103027
581,6.01.3,Lesson,具有语体差别的同义词,jùyǒu yǔ tǐ chà biéde tóngyìcí ,synonyms that differ by style,,他便/就回答说/道：“将/把这只戒指拿去吧。”,tā biàn/ jiù huídá shuō/ dào：“ jiāng/ bǎ zhè zhǐ jièzhi ná qù ba。” ,"Then he just said, “Take this ring.”",https://chinesezerotohero.teachable.com/courses/302494/lectures/6103030
582,6.02.1,Lesson,恨不得,hènbude ,to wish (badly),6.01.1,工作忙的时候，她恨不得一个人干两个人的活儿。,gōngzuò máng de shíhou， tā hènbude yīgèrén gàn liǎng gèrén de huór。 ,"When the work [gets] busy, she wished [she could] do two people’s work all by herself.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6103029
583,6.02.2,Lesson,顿时,dùnshí ,suddenly,,听了医生的话，顿时，他的心里又燃起了希望。,tīng le yīshēng dehuà， dùnshí， tā de xīnli yòu ránqǐ le xīwàng。 ,"After hearing to the doctor's words, suddenly, his heart lit up hope again.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6103028
584,6.02.3,Lesson,不由得,bùyóude ,can’t help but to,,李朋带病上场参加比赛了，我不由得有些担心。,lǐ péng dàibìng shàngchǎng cānjiā bǐsài le， wǒ bùyóude yǒuxiē dānxīn。 ,Li Peng was sick and went to the competition. I couldn't help but worry (somewhat).,https://chinesezerotohero.teachable.com/courses/302494/lectures/6110312
585,6.03.1,Lesson,V # 番,V # fān ,V’ed # times over,,他打量了我一番，到嘴边的话又不说了。,tā dǎliang le wǒ yī fān， dào zuǐ biān dehuà yòu bù shuō le。 ,"He sized me up (once over) and swallowed his words. (Lit. [As for] the words that [came] to the edge of his mouth, he [changed his mind] again and didn’t utter them.)",https://chinesezerotohero.teachable.com/courses/302494/lectures/6125593
586,6.03.1,Lesson,番,fān ,(measure word for tumultuous events),,经过了几番风雨，他才懂得人生的价值。,jīngguò le jǐ fān fēngyǔ， tā cái dǒngde rénshēng de jiàzhí。 ,"Only after a few (times of) setbacks (lit. storms), he understood the value of life.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6125593
587,6.03.1,Lesson,翻 (#) 番,fān (#) fān ,multiply # times,,和五年前比，多数人的工资已经翻番了。,hé wǔ niánqián bǐ， duōshù rén de gōngzī yǐjīng fānfān le。 ,"Compared to five years ago, most people’s wages have doubled.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6125599
588,6.03.2,Lesson,过于,guòyú ,too,,他出来得过于匆忙，居然忘了带手机。,tā chūlái dé guòyú cōngmáng， jūrán wàng le dài shǒujī。 ,He came out too hurriedly and forgot to bring his mobile phone.,https://chinesezerotohero.teachable.com/courses/302494/lectures/6125599
589,6.03.3,Lesson,着呢,zhene ,state + emphasis,,这儿坐吧，这个位空着呢。,zhèr zuò ba， zhège wèi kōng zhene。 ,"Sit here, this seat is vacant (which you perhaps didn’t know).",https://chinesezerotohero.teachable.com/courses/302494/lectures/6125594
590,6.04.1,Lesson,乘机,chéngjī ,take this opportunity and,,这次出差去北京，我们可以乘机游览一下长城。,zhè cì chūchāi qù Běijīng， wǒmen kěyǐ chéngjī yóulǎn yīxià Chángchéng。 ,"On this business trip to Beijing, we can take the opportunity and take a tour of the Great Wall.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6125595
591,6.04.2,Lesson,不料,bùliào ,who would have thought,,我只想和她开个玩笑，不料她却生气了。,wǒ zhǐ xiǎng hé tā kāi gè wánxiào， bùliào tā què shēngqì le。 ,"I just wanted to joke with her, but who would have thought she got angry.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6125596
592,6.04.3,Lesson,未免+太+A+了,wèimiǎn+ tài+A+ le ,can’t say it’s not too A,,警察赶到时未免太迟了。,jǐngchá gǎn dàoshí wèimiǎn tài chíle。 ,The police arrived rather too late. (Lit. you can’t say they didn’t arrive too late.),https://chinesezerotohero.teachable.com/courses/302494/lectures/6125597
593,6.04.3,Lesson,未免+有些/有点+A,wèimiǎn+ yǒuxiē/ yǒudiǎn+A ,can’t say it’s not a bit A,,拒绝他的建议未免有些/有点失礼。,jùjué tā de jiànyì wèimiǎn yǒuxiē/ yǒudiǎn shīlǐ。 ,It’s rather a bit rude to reject his suggestions. (Lit. you can’t say it’s not rude.),https://chinesezerotohero.teachable.com/courses/302494/lectures/6125597
594,6.05.1,Lesson,仅仅/只不过……而已,jǐnjǐn/ zhǐbuguò…… éryǐ ,only,,他的工作是警察， 写小说仅仅是他的业余爱好而已。,tā de gōngzuò shì jǐngchá， xiě xiǎoshuō jǐnjǐn shì tā de yèyú àihào éryǐ。 ,"His works as a policeman, and writing novels is just his hobby (that’s all).",https://chinesezerotohero.teachable.com/courses/302494/lectures/6144561
595,6.05.2,Lesson,固然,gùrán ,granted,,考上大学固然好，没考上大学也不是就没有出路了。,kǎoshàng dàxué gùrán hǎo， méi kǎoshàng dàxué yě bùshì jiù méiyǒu chūlù le。 ,"Granted, it’s good to go to college, [but even if] you don’t go to college it doesn’t mean you have no way out.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6144560
596,6.05.3,Lesson,无非,wúfēi ,simply,,他这么努力地工作，无非想多挣些钱，让妻子、孩子生活得更舒适。,tā zhème nǔlì dì gōngzuò， wúfēi xiǎng duō zhèng xiē qián， ràng qīzi、 háizi shēnghuó dé gèng shūshì。 ,"He works so hard, simply [because] he wants to make more money and make his wife and children live more comfortably.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6144563
597,6.06.1,Lesson,唯独,wéidú ,only,,那次旅行大家都去了，唯独你没有去成。,nà cì lǚxíng dàjiā dōu qù le， wéidú nǐ méiyǒu qù chéng。 ,"Everyone went on that trip, only you didn't go.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6144562
598,6.06.2,Lesson,明明,míngmíng ,obviously,,你唱的明明是流行歌曲，哪里是京剧啊？,nǐ chàng de míngmíng shì liúxíng gēqǔ， nǎlǐ shì Jīngjù ā？ ,"What you are singing is obviously a pop song, how can you [say] it’s Beijing opera?",https://chinesezerotohero.teachable.com/courses/302494/lectures/6144565
599,6.06.3,Lesson,大不了……,dàbùliǎo…… ,"If the worst came to the worst, …",,失败了不要紧，大不了从头再来。,shībài le bùyàojǐn， dàbùliǎo cóngtóu zài lái。 ,"It doesn't matter if you fail. If the worst came to the worst, you can start from scratch again.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6144564
600,6.06.3,Lesson,大不了的,dàbùliǎo de ,big deal,,接个吻有什么大不了的？,jiē gè wěn yǒu shénme dàbùliǎo de？ ,What's the big deal with a kiss?,https://chinesezerotohero.teachable.com/courses/302494/lectures/6144564
601,6.07.1,Lesson,V 于 PLACE,V yú PLACE ,V in PLACE,5.05.2,著名的西湖龙井茶产于浙江看的西湖一带。,zhùmíng de Xīhú lóngjǐngchá chǎn yú Zhèjiāng kàn de Xīhú yīdài。 ,The famous West Lake Longjing tea is produced in the West Lake area in Zhejiang.,https://chinesezerotohero.teachable.com/courses/302494/lectures/6282874
602,6.07.1,Lesson,A 于 V,A yú V ,A to V,5.05.2,做决定，需要勇于承担责任。,zuò juédìng， xūyào yǒngyú chéngdān zérèn。 ,"To make a decision, you need to be courageous to take responsibility.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282874
603,6.07.2,Lesson,致使,zhìshǐ ,to cause,,他的粗心致使试验失败。,tā de cūxīn zhìshǐ shìyàn shībài。 ,His carelessness caused the test to fail.,https://chinesezerotohero.teachable.com/courses/302494/lectures/6282875
604,6.07.3,Lesson,并非,bìngfēi ,"not (with emphasis, see “并”4.04.3)",,类似小王这样的年轻人并非少数。,lèisì xiǎo wáng zhèyàng de niánqīngrén bìngfēi shǎoshù。 ,Young people like Xiao Wang are not a minority.,https://chinesezerotohero.teachable.com/courses/302494/lectures/6282876
605,6.08.1,Lesson,对 N 而言,duì N éryán ,for N (see 4.05.4 “对……来说”),,对今天的中国而言，经济发展必须坚持走可持续发展的道路。,duì jīntiān de Zhōngguó éryán， jīngjìfāzhǎn bìxū jiānchí zǒu kěchíxùfāzhǎn de dàolù。 ,"For today's China, economic development must adhere to the path of sustainable development.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282877
606,6.08.2,Lesson,有关 N,yǒuguān N ,about N,,他查阅了大量有关服饰问题的资料。,tā cháyuè le dàliàng yǒuguān fúshì wèntí de zīliào。 ,He consulted a lot of information about clothing issues.,https://chinesezerotohero.teachable.com/courses/302494/lectures/6282878
607,6.08.2,Lesson,和 N 有关,hé N yǒuguān ,related to N,,中国的语文教学向来重视识字，这固然和汉字的特点有关。 ,Zhōngguó de yǔwén jiàoxué xiànglái zhòngshì shízì， zhè gùrán hé hànzì de tèdiǎn yǒuguān。 ,"Chinese language teaching has always attached importance to literacy, which is of course related to the characteristics of Chinese characters.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282878
608,6.08.3,Lesson,不瞒你说,bù mán nǐ shuō ,actually,,不瞒你说，对这个问题，我是这样想的。,bù mán nǐ shuō， duì zhège wèntí， wǒ shì zhèyàng xiǎng de。 ,"To tell you the truth, regarding this question, this is what I think.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282881
609,6.08.3,Lesson,说真的/说实在的,shuō zhēn de/ shuō shízài de ,"indeed, truthfully",,说真的，这次真是孩子给我上了一课。,shuō zhēn de， zhè cì zhēnshi háizi gěi wǒ shàng le yī kè。 ,"Seriously, this time the child really gave me a lesson.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282881
610,6.09.1,Lesson,通红、雪白,tōnghóng、 xuěbái ,"very red, very white",,我脸憋得通红。,wǒ liǎn biē dé tōnghóng。 ,My face is red from suffocation.,https://chinesezerotohero.teachable.com/courses/302494/lectures/6282879
611,6.09.2,Lesson,说 V/A 就 V/A,shuō V/A jiù V/A ,"V without thinking, be A without thinking",,挺好的工作，怎么说不干就不干了？,tǐnghǎo de gōngzuò， zěnme shuō bù gàn jiù bù gàn le？ ,"Very good job, how come you quit just like that (without thinking)?",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282880
612,6.09.3,Lesson,V/A 得要命,V/A dé yàomìng ,"V so much one could die, so A one could die",,五个小时没碰手机，我空虚得要命。,wǔ gè xiǎoshí méi pèng shǒujī， wǒ kōngxū dé yàomìng。 ,"I didn't touch my cell phone for five hours, and I feel so empty [from not having anythnig to do] I could die.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282882
613,6.10.1,Lesson,以至 (于),yǐzhì ( yú) ,as a result,,中国的饮食文化汲收不同国家的优异之处，以至于辉煌至今。,Zhōngguó de yǐnshí wénhuà jí shōu bùtóng guójiā de yōuyì zhī chǔ， yǐzhìyú huīhuáng zhìjīn。 ,"China's food culture has absorbed the excellence of different countries, [and] as a result its brilliance [has shone] to this day.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282883
614,6.10.2,Lesson,即便,jíbiàn ,even if,,她最近心情不好，即便有些不讲理，你也要原谅她。,tā zuìjìn xīnqíng bùhǎo， jíbiàn yǒuxiē bù jiǎnglǐ， nǐ yě yào yuánliàng tā。 ,"She has a bad mood recently. Even if she is a little unreasonable, you still have to forgive her.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282884
615,6.10.3,Lesson,所在,suǒzài ,where … lies,,培养人是教育的立足点，是教育价值的根本所在，是教育的本体功能。,péiyǎng rén shì jiàoyù de lìzúdiǎn， shì jiàoyù jiàzhí de gēnběn suǒzài， shì jiàoyù de běntǐ gōngnéng。 ,"Cultivating people is the foothold of education, is where the foundation of education’s value lies, and the ontological function of education.",https://chinesezerotohero.teachable.com/courses/302494/lectures/6282885
616,6.10.3,Lesson,所在,suǒzài ,place,,他选择了风景秀美、气候宜人的所在。,tā xuǎnzé le fēngjǐng xiùměi、 qìhòu yírén de suǒzài。 ,He chose a place with beautiful scenery and a pleasant climate.,https://chinesezerotohero.teachable.com/courses/302494/lectures/6282885
617,6.11.1,Lesson,统统,tǒngtǒng ,all,,影院、酒吧，统统与他无缘。,yǐngyuàn、 jiǔbā， tǒngtǒng yǔ tā wúyuán。 ,Theaters and bars (all) have nothing to do with him.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429518
618,6.11.2,Lesson,以 A 为 B,yǐ A wéi B ,regard A as B,4.14.2 以5.17.1 以,高级阶段的汉语学习应以阅读吸收为主，语法学习为辅。,gāojí jiēduàn de Hànyǔ xuéxí yīng yǐ yuèdú xīshōu wéizhǔ， yǔfǎ xuéxí wéi fǔ。 ,"At the advanced stage of Chinese learning, [we] should consider reading and input should as the primary, [and] consider grammar learning as secondary.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429516
619,6.11.3,Lesson,该 V (就)(得) V,gāi V ( jiù)( dé) V ,if one should V then one must V,,中国过年过节的时候商店最忙了，根本不放假，该开门就得开门。,Zhōngguó guònián guòjié de shíhou shāngdiàn zuì máng le， gēnběn bù fàngjià， gāi kāimén jiù dé kāimén。 ,"When the Chinese New Year is over, the store is the busiest, and there is no holiday at all. We have no choice but to stay open. (Lit. If we should open the door [for business] then we must open the door [for business].)",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429519
620,6.12.1,Lesson,不妨 V,bùfáng V ,it won’t hurt to V,5.08.3 要不,有什么意见，你不妨直说。,yǒu shénme yìjiàn， nǐ bùfáng zhí shuō。 ,"If you have any comments, it won’t hurt for you to say it frankly. (You’re welcome to say it frankly. There’s nothing preventing you to say it frankly.)",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429517
621,6.12.2,Lesson,务必,wùbì ,must,,飞机起飞前务必系好安全带。,fēijī qǐfēi qián wùbì xì hǎo ānquándài。 ,you must fasten your seatbelt before the plane takes off.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429515
622,6.12.3,Lesson,鉴于,jiànyú ,in view of,,鉴于农村教师严重缺乏，他决定大学毕业以后，到农村去当老师。,jiànyú nóngcūn jiàoshī yánzhòng quēfá， tā juédìng dàxué bìyè yǐhòu， dào nóngcūn qù dāng lǎoshī。 ,"In view of the serious shortage of rural teachers, he decided to go to the countryside to become a teacher after graduating from college.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429520
623,6.13.1,Lesson,便于,biànyú ,easy to,,科普文章应该写得简明易懂、便于理解。,kēpǔ wénzhāng yīnggāi xiě dé jiǎnmíng yìdǒng、 biànyú lǐjiě。 ,"Popular science articles should be written in a concise way, [so it’s] easy to understand.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429522
624,6.13.2,Lesson,犹如 N (一般/般) A,yóurú N ( yībān/ bān) A ,as A as N (metaphorically),,公司的劣质产品气坏了消费者，顾客的愤怒情绪犹如火山爆发(一般/般)难以控制。,gōngsī de lièzhì chǎnpǐn qì huàile xiāofèizhě， gùkè de fènnù qíngxù yóurú huǒshānbàofā( yībān/ bān) nányǐ kòngzhì。 ,"The company's inferior products have angered consumers, and their anger is as difficult to control as a volcanic eruption.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429523
625,6.13.3,Lesson,和……相比,hé…… xiāngbǐ ,compared to…,,和10年前相比，人们要经历更多次的职业选择。,hé10 niánqián xiāngbǐ， rénmen yào jīnglì gèng duōcì de zhíyè xuǎnzé。 ,People have to go through more career choices compared to 10 years ago.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429521
626,6.14.1,Lesson,一 + M + M,yī + M + M ,one batch after another,,每天都会有一拨拨同行前来考察访问。,měitiān dūhuì yǒu yī bō bō tóngháng qiánlái kǎochá fǎngwèn。 ,"Every day, there are group after group of people from the same profession coming to tour [the facilities] and visit.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429525
627,6.14.2,Lesson,难以 V,nányǐ V ,hard to,,他能否成功尚难以预料。,tā néngfǒu chénggōng shàng nányǐ yùliào。 ,It’s still hard to predict whether he will be successful.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429528
